interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,ha07_other,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"86-99-45-42",1,12,,"","Male","Self/Head",66,"Married monogamously","Subia","","Catholic","","Primary 8","No","Had to help at home","",,"","","","No",,
"86-99-45-42",2,12,,"","Female","Wife/Husband",54,"Married monogamously","Subia","","Other➡️ Please specify","Apostolic faith church","Primary 8","No","Further schooling not available","",,"","","","No",,
"86-99-45-42",3,12,,"","Female","Child/Adopted Child",20,"Never Married","Subia","","Other➡️ Please specify","Apostolic faith church","Secondary school Year 3","No","Pregnancy","",,"","","","No",,
"86-99-45-42",4,12,,"","Female","Child/Adopted Child",16,"Never Married","Subia","","Other➡️ Please specify","Apostolic faith church","Secondary school Year 2","Yes",,"",,"","","","No",,
"56-98-53-98",1,12,,"","Male","Self/Head",45,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Too far away","",,"","","","No",,
"56-98-53-98",2,12,,"","Female","Wife/Husband",42,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too far away","",,"","","","No",,
"56-98-53-98",3,12,,"","Female","Child/Adopted Child",18,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","Yes",,"",,"","","","No",,
"56-98-53-98",4,12,,"","Female","Child/Adopted Child",21,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Post secondary tertiary college","Yes",,"",,"","","","No",,
"56-98-53-98",5,12,,"","Male","Child/Adopted Child",24,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Post secondary tertiary college","Yes",,"",,"","","","No",,
"56-98-53-98",6,12,,"","Female","Child/Adopted Child",15,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"56-98-53-98",7,12,,"","Female","Child/Adopted Child",9,,,"",,"","Primary 4","Yes",,"",,"","","",,,
"56-98-53-98",8,12,,"","Male","Child/Adopted Child",4,,,"",,"",,"No","Other","Still Young",,"","","",,,
"56-98-53-98",9,12,,"","Male","Child/Adopted Child",5,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",600,"","","",,,
"56-36-96-19",1,12,,"","Female","Self/Head",46,"Divorced /Separated","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"56-36-96-19",2,12,,"","Female","Child/Adopted Child",17,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","Yes",,"",,"","","","No",,
"56-36-96-19",3,12,,"","Male","Child/Adopted Child",13,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","Yes",,"",,"","","","No",,
"56-36-96-19",4,12,,"","Male","Child/Adopted Child",23,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"56-36-96-19",5,12,,"","Male","Child/Adopted Child",29,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"56-36-96-19",6,12,,"","Male","Child/Adopted Child",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"56-36-96-19",7,12,,"","Male","Grandchild",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"50-58-13-59",1,12,,"","Female","Self/Head",33,"Divorced /Separated","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"50-58-13-59",3,12,,"","Female","Child/Adopted Child",14,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"50-58-13-59",4,12,,"","Female","Sister/Brother",19,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","Yes",,"",,"","","","No",,
"50-58-13-59",5,12,,"","Male","Child/Adopted Child",12,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","Yes",,"",,"","","","No",,
"50-58-13-59",6,12,,"","Male","Child/Adopted Child",7,,,"",,"","Primary 1","Yes",,"",,"","","",,,
"96-16-19-85",1,12,,"","Male","Self/Head",58,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Too expensive","",,"","","","Yes","No","Yes"
"96-16-19-85",2,12,,"","Female","Wife/Husband",56,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Too expensive","",,"","","","Yes","No","Yes"
"96-16-19-85",3,12,,"","Male","Child/Adopted Child",16,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","Yes",,"",,"","","","No",,
"96-16-19-85",4,12,,"","Male","Child/Adopted Child",14,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 4","Yes",,"",,"","","","No",,
"96-16-19-85",5,12,,"","Female","Grandchild",16,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","Yes",,"",,"","","","No",,
"96-16-19-85",6,12,,"","Male","Grandchild",14,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","Yes",,"",,"","","","No",,
"96-16-19-85",7,12,,"","Female","Grandchild",7,,,"",,"","Primary 1","Yes",,"",,"","","",,,
"64-96-31-31",1,12,,"","Male","Self/Head",60,"Married monogamously","Other, Specify","totela","Catholic","","Secondary school Year 3","No","Too expensive","",,"","","","No",,
"64-96-31-31",2,12,,"","Female","Wife/Husband",50,"Married monogamously","Other, Specify","totela","Catholic","","Secondary school Year 4","No","I don't Know","",,"","","","No",,
"64-96-31-31",3,12,,"","Male","Niece/Nephew",29,"Never Married","Other, Specify","totela","Protestant demoninantions (incl all non-catholic denominations)","","Post secondary tertiary college","No","Too expensive","",,"","","","No",,
"64-96-31-31",4,12,,"","Male","Niece/Nephew",23,"Never Married","Other, Specify","totela","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","No","Poor academic progress","",,"","","","No",,
"12-39-25-67",1,12,,"","Male","Self/Head",55,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Too expensive","",,"","","","Yes","Yes","No"
"12-39-25-67",2,12,,"","Female","Wife/Husband",46,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Too expensive","",,"","","","Yes","No","Yes"
"12-39-25-67",3,12,,"","Male","Child/Adopted Child",24,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Further schooling not available","",,"","","","No",,
"12-39-25-67",4,12,,"","Male","Child/Adopted Child",12,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","Yes",,"",,"","","","No",,
"12-39-25-67",5,12,,"","Female","Child/Adopted Child",9,,,"",,"","Primary 3","Yes",,"",,"","","",,,
"94-38-82-64",1,12,,"","Male","Self/Head",57,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","No","Too expensive","",,"","","","No",,
"94-38-82-64",2,12,,"","Female","Wife/Husband",55,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"32-40-73-26",1,12,,"","Female","Self/Head",94,"Widow/ Widower","Other, Specify","Totela","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"32-40-73-26",2,9,"New arrivals - Bad living conditions at home","","Female","Other Relative",24,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Completed desired schooling","",,"","","","No",,
"27-85-21-15",1,12,,"","Male","Self/Head",33,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"27-85-21-15",2,12,,"","Female","Wife/Husband",33,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Post secondary tertiary college","Yes",,"",,"","","","No",,
"27-85-21-15",3,12,,"","Male","Child/Adopted Child",13,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"27-85-21-15",4,12,,"","Female","Child/Adopted Child",10,,,"",,"","Primary 5","Yes",,"",,"","","",,,
"31-68-89-01",1,12,,"","Female","Self/Head",55,"Widow/ Widower","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Too expensive","",,"","","","Yes","Yes","No"
"31-68-89-01",2,12,,"","Male","Child/Adopted Child",23,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","Yes",,"",,"","","","No",,
"31-68-89-01",3,12,,"","Male","Child/Adopted Child",23,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Had to help at home","",,"","","","Yes","Yes","No"
"31-68-89-01",4,12,,"","Male","Child/Adopted Child",32,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"72-31-90-61",1,12,,"","Male","Self/Head",44,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Too expensive","",,"","","","No",,
"72-31-90-61",2,12,,"","Male","Wife/Husband",54,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Too expensive","",,"","","","Yes","Yes","No"
"72-31-90-61",3,12,,"","Female","Child/Adopted Child",18,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Pregnancy","",,"","","","No",,
"72-31-90-61",4,12,,"","Female","Child/Adopted Child",12,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","Yes",,"",,"","","","No",,
"72-31-90-61",5,12,,"","Female","Grandchild",6,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"72-31-90-61",6,12,,"","Male","Grandchild",6,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"72-31-90-61",7,12,,"","Female","Child/Adopted Child",7,,,"",,"","Primary 1","Yes",,"",,"","","",,,
"72-31-90-61",8,12,,"","Female","Grandchild",3,,,"",,"",,"No","Other","Still Young",,"","","",,,
"80-54-37-07",1,12,,"","Male","Self/Head",75,"Married monogamously","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Too expensive","",,"","","","No",,
"80-54-37-07",2,12,,"","Female","Wife/Husband",44,"Married monogamously","Mafwe","","African Traditional religion","","Primary 7","No","Too expensive","",,"","","","No",,
"80-54-37-07",3,12,,"","Male","Child/Adopted Child",25,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Further schooling not available","",,"","","","No",,
"80-54-37-07",4,12,,"","Male","Child/Adopted Child",23,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","No","Completed desired schooling","",,"","","","No",,
"80-54-37-07",5,12,,"","Female","Child/Adopted Child",20,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","Yes",,"",,"","","","No",,
"80-54-37-07",6,12,,"","Male","Wife/Husband",18,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","Yes",,"",,"","","","No",,
"80-54-37-07",7,12,,"","Female","Child/Adopted Child",15,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","Yes",,"",,"","","","No",,
"80-54-37-07",8,12,,"","Female","Child/Adopted Child",11,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","Yes",,"",,"","","","No",,
"80-54-37-07",9,12,,"","Male","Child/Adopted Child",1,,,"",,"",,"No","Other","Still Young",,"","","",,,
"80-54-37-07",10,12,,"","Male","Child/Adopted Child",1,,,"",,"",,"No","Other","Still Young",,"","","",,,
"80-54-37-07",11,12,,"","Male","Grandchild",2,,,"",,"",,"No","Other","Still Young",,"","","",,,
"80-54-37-07",12,12,,"","Male","Grandchild",1,,,"",,"",,"No","Other","Still Young",,"","","",,,
"80-54-37-07",13,12,,"","Female","Child/Adopted Child",21,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"36-19-32-95",1,12,,"","Female","Self/Head",54,"Married monogamously","Subia","","Other➡️ Please specify","Seventh day Adventist","Secondary school Year 1","No","Too expensive","",,"","","","No",,
"36-19-32-95",2,12,,"","Female","Child/Adopted Child",33,"Never Married","Subia","","Other➡️ Please specify","Seventh day Adventist","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"36-19-32-95",3,12,,"","Female","Grandchild",26,"Never Married","Subia","","Other➡️ Please specify","seventh day Adventist","Post secondary tertiary college","Yes",,"",,"","","","No",,
"36-19-32-95",4,12,,"","Male","Grandchild",12,"Never Married","Subia","","Other➡️ Please specify","seventh day Adventist","Primary 7","Yes",,"",,"","","","No",,
"36-19-32-95",5,12,,"","Female","Grandchild",3,,,"",,"",,"No","Other","Too young",,"","","",,,
"36-19-32-95",6,12,,"","Male","Grandchild",3,,,"",,"",,"No","Other","Too young",,"","","",,,
"36-19-32-95",7,12,,"","Male","Grandchild",1,,,"",,"",,"No","Other","Too young",,"","","",,,
"75-71-40-40",1,12,,"","Female","Self/Head",31,"Married monogamously","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Pregnancy","",,"","","","Yes","No","Yes"
"75-71-40-40",2,12,,"","Male","Child/Adopted Child",6,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"75-71-40-40",3,12,,"","Female","Child/Adopted Child",2,,,"",,"",,"No","Other","Still a toddler",,"","","",,,
"75-71-40-40",4,12,,"","Male","Child/Adopted Child",16,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","Yes",,"",,"","","","No",,
